class_id,precision,recall,f1,support
0,0.0,0.0,0.0,57
1,0.0,0.0,0.0,60
2,0.0,0.0,0.0,60
3,0.0,0.0,0.0,60
4,0.0,0.0,0.0,60
5,0.1836734693877551,0.3,0.22784810126582278,60
6,0.0,0.0,0.0,60
7,0.0,0.0,0.0,60
8,0.3532423208191126,1.0,0.5220680958385876,207
