class_id,precision,recall,f1,support
0,0.95,1.0,0.9743589743589743,57
1,0.9411764705882353,0.8,0.8648648648648649,60
2,0.7794117647058824,0.8833333333333333,0.828125,60
3,1.0,0.9666666666666667,0.9830508474576272,60
4,0.8653846153846154,0.75,0.8035714285714286,60
5,0.76,0.95,0.8444444444444444,60
6,0.9473684210526315,0.9,0.9230769230769231,60
7,0.4909090909090909,0.9,0.6352941176470588,60
8,0.9803921568627451,0.7246376811594203,0.8333333333333334,207
