class_id,precision,recall,f1,support
0,0.5217391304347826,0.631578947368421,0.5714285714285714,57
1,0.5348837209302325,0.7666666666666667,0.6301369863013698,60
2,0.6140350877192983,0.5833333333333334,0.5982905982905983,60
3,0.484375,0.5166666666666667,0.5,60
4,0.5492957746478874,0.65,0.5954198473282443,60
5,0.4444444444444444,0.26666666666666666,0.3333333333333333,60
6,0.34831460674157305,0.5166666666666667,0.4161073825503356,60
7,0.5294117647058824,0.45,0.4864864864864865,60
8,0.8509316770186336,0.6618357487922706,0.7445652173913043,207
