Class_ID,Count,Percentage,Mean_Width,Std_Width,Mean_Height,Std_Height,Mean_Aspect_Ratio,Std_Aspect_Ratio,Mean_Xc,Mean_Yc
0,333,9.068627450980392,0.09465090090090089,0.035519303579921856,0.29094876126126124,0.06816899871455069,0.3617884262099221,0.27819536235907083,0.5037232545045045,0.6246480855855856
1,330,8.986928104575163,0.09642045454545455,0.034712543492981134,0.32926136363636366,0.06380389474475297,0.3526614278134061,0.4650967445571447,0.5062855113636363,0.3481463068181818
2,324,8.823529411764707,0.0931929976851852,0.027565762568820318,0.2302806712962963,0.06796544462997907,0.44432528372179775,0.24279381135041594,0.5101996527777778,0.6654513888888889
3,342,9.313725490196079,0.15398848684210525,0.032443921276549575,0.385718201754386,0.055934333591888215,0.41230667138315835,0.15719468305257328,0.504968475877193,0.38586211622807015
4,315,8.57843137254902,0.09287202380952381,0.033022370944618275,0.2569940476190476,0.06943490781626442,0.3993661055312561,0.2612642660819789,0.5096875000000001,0.6424404761904763
5,336,9.15032679738562,0.09720284598214286,0.031792797316518566,0.3030691964285714,0.06401849208698332,0.34649949910465705,0.2395352073276541,0.5058942522321428,0.37314453125
6,333,9.068627450980392,0.08115146396396396,0.02497655675520219,0.22105855855855855,0.053084190249264716,0.4227490887687446,0.41307861647757704,0.5071931306306307,0.585670045045045
7,330,8.986928104575163,0.06374289772727272,0.02635403446094883,0.25872159090909097,0.05485366032960023,0.36128538497174933,0.9664975630702548,0.5086576704545455,0.3515056818181818
8,1029,28.022875816993466,0.0625797193877551,0.017845248066427115,0.19383655247813414,0.044674609529094016,0.3508833521487081,0.24586482253790204,0.4873291727405248,0.411705083819242
